sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;34.0;3.2;-28.8;302.23;-36.23;2.79;0.4;39.787;;;;;;86.0;59.0;3.0;113636;2014-11-08 14:04:51:291
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;13.3;-34.1;-16.6;215.54;-36.23;2.79;0.4;32.45;;;;;;86.0;59.0;3.0;114137;2014-11-08 14:04:51:792
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.7;-34.2;-13.8;218.73;-36.23;2.79;0.0;52.235;;;;;;86.0;59.0;3.0;114637;2014-11-08 14:04:52:292
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.3;-34.0;-13.1;216.6;-36.23;2.79;0.0;55.667;;;;;;86.0;59.0;3.0;115137;2014-11-08 14:04:52:792
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.3;-34.4;-15.3;220.1;-36.23;2.79;0.0;37.659;;;;;;86.0;59.0;3.0;115638;2014-11-08 14:04:53:293
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.1;-34.4;-13.4;216.6;-36.23;2.79;0.0;32.319;;;;;;86.0;59.0;3.0;116138;2014-11-08 14:04:53:793
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.5;-34.2;-14.6;220.1;-36.23;2.79;0.0;33.812;;;;;;86.0;59.0;3.0;116638;2014-11-08 14:04:54:293
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.1;-33.8;-14.3;217.36;-36.23;2.79;0.0;32.606;;;;;;86.0;59.0;3.0;117138;2014-11-08 14:04:54:793
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;14.5;-34.0;-11.6;216.6;-36.23;2.79;0.0;32.454;;;;;;86.0;59.0;3.0;117638;2014-11-08 14:04:55:293
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;14.1;-34.4;-15.3;216.11;-36.23;2.79;0.0;31.304;;;;;;86.0;59.0;3.0;118139;2014-11-08 14:04:55:794
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;13.7;-34.6;-14.2;214.21;-36.23;2.79;0.0;31.454;;;;;;86.0;59.0;3.0;118639;2014-11-08 14:04:56:294
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;13.1;-34.4;-14.8;213.96;-36.23;2.79;0.0;33.113;;;;;;86.0;59.0;3.0;119139;2014-11-08 14:04:56:794
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;13.3;-34.2;-14.8;213.96;-36.23;2.79;0.0;33.092;;;;;;86.0;59.0;3.0;119639;2014-11-08 14:04:57:294
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;14.8;-33.8;-13.2;216.6;-36.23;2.79;0.0;32.708;;;;;;86.0;59.0;3.0;120139;2014-11-08 14:04:57:794
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.5;-33.6;-13.8;218.16;-36.23;2.79;0.0;33.918;;;;;;86.0;59.0;3.0;120639;2014-11-08 14:04:58:294
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.5;-33.6;-11.9;217.76;-36.23;2.79;0.0;30.699;;;;;;86.0;59.0;3.0;121139;2014-11-08 14:04:58:794
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.5;-33.6;-14.6;219.29;-36.23;2.79;0.0;32.65;;;;;;86.0;59.0;3.0;121640;2014-11-08 14:04:59:295
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.7;-33.6;-12.6;218.51;-36.23;2.79;0.0;33.106;;;;;;86.0;59.0;3.0;122141;2014-11-08 14:04:59:796
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.3;-33.4;-13.1;217.78;-36.23;2.79;0.0;35.247;;;;;;86.0;59.0;3.0;122641;2014-11-08 14:05:00:296
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.1;-33.6;-12.5;216.6;-36.23;2.79;0.0;30.698;;;;;;86.0;59.0;3.0;123141;2014-11-08 14:05:00:796
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;14.7;-33.6;-12.3;215.87;-36.23;2.79;0.0;30.866;;;;;;86.0;59.0;3.0;123642;2014-11-08 14:05:01:297
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;14.7;-33.4;-13.4;217.78;-36.23;2.79;0.0;29.322;;;;;;86.0;59.0;3.0;124142;2014-11-08 14:05:01:797
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;14.7;-33.0;-12.4;217.01;-36.23;2.79;0.0;30.925;;;;;;86.0;59.0;3.0;124642;2014-11-08 14:05:02:297
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;14.9;-32.4;-13.3;217.78;-36.23;2.79;0.0;30.533;;;;;;86.0;59.0;3.0;125142;2014-11-08 14:05:02:797
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.3;-32.0;-13.1;219.02;-36.23;2.79;0.0;29.004;;;;;;86.0;59.0;3.0;125642;2014-11-08 14:05:03:297
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.9;-31.2;-13.3;222.29;-36.23;2.79;0.0;30.162;;;;;;86.0;59.0;3.0;126142;2014-11-08 14:05:03:797
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;16.1;-30.2;-12.0;222.75;-36.23;2.79;0.0;32.681;;;;;;86.0;59.0;3.0;126643;2014-11-08 14:05:04:298
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;16.7;-29.4;-6.3;220.76;-36.23;2.79;0.0;28.337;;;;;;86.0;59.0;3.0;127143;2014-11-08 14:05:04:798
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;18.4;-28.8;0.4;218.17;-36.23;2.79;0.0;30.677;;;;;;86.0;59.0;3.0;127643;2014-11-08 14:05:05:298
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;20.0;-28.4;10.7;217.85;-36.23;2.79;0.0;30.205;;;;;;86.0;59.0;3.0;128144;2014-11-08 14:05:05:799
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;13.3;-28.4;17.7;202.88;-36.23;2.79;0.0;29.811;;;;;;86.0;59.0;3.0;128644;2014-11-08 14:05:06:299
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;18.3;-28.6;16.1;206.02;-36.23;2.79;0.0;27.762;;;;;;86.0;59.0;3.0;129144;2014-11-08 14:05:06:799
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;17.1;-29.3;-8.6;223.24;-36.23;2.79;0.0;28.053;;;;;;86.0;59.0;3.0;129645;2014-11-08 14:05:07:300
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;18.0;-26.4;-17.0;238.72;-36.23;2.79;0.0;33.576;;;;;;86.0;59.0;3.0;130145;2014-11-08 14:05:07:800
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;18.1;-26.6;-14.4;233.08;-36.23;2.79;0.0;37.823;;;;;;86.0;59.0;3.0;130645;2014-11-08 14:05:08:300
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;14.8;-25.9;-19.3;231.32;-36.23;2.79;0.0;34.314;;;;;;86.0;59.0;3.0;131145;2014-11-08 14:05:08:800
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;21.9;-25.3;-14.5;242.11;-36.23;2.79;0.0;36.079;;;;;;86.0;59.0;3.0;131645;2014-11-08 14:05:09:300
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;20.5;-25.1;-15.5;242.11;-36.23;2.79;0.0;36.08;;;;;;86.0;59.0;3.0;132145;2014-11-08 14:05:09:800
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;22.1;-21.0;-16.8;253.48;-36.23;2.79;0.0;33.522;;;;;;86.0;59.0;3.0;132645;2014-11-08 14:05:10:300
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;24.6;-21.5;-11.6;249.46;-36.23;2.79;0.0;35.742;;;;;;86.0;59.0;3.0;133145;2014-11-08 14:05:10:800
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;21.0;-21.6;-17.1;250.57;-36.23;2.79;0.0;31.178;;;;;;86.0;59.0;3.0;133645;2014-11-08 14:05:11:300
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;22.0;-30.0;-9.6;232.81;-36.23;2.79;0.0;33.62;;;;;;86.0;59.0;3.0;134145;2014-11-08 14:05:11:800
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;17.0;-34.0;-13.7;221.12;-36.23;2.79;0.0;28.244;;;;;;86.0;59.0;3.0;134645;2014-11-08 14:05:12:300
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;18.6;-32.9;-13.0;227.34;-36.23;2.79;0.0;27.474;;;;;;86.0;59.0;3.0;135146;2014-11-08 14:05:12:801
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;17.8;-34.1;-13.0;222.05;-36.23;2.79;0.0;28.5;;;;;;86.0;59.0;3.0;135646;2014-11-08 14:05:13:301
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;17.0;-34.3;-18.4;224.64;-36.23;2.79;0.0;30.35;;;;;;86.0;59.0;3.0;136146;2014-11-08 14:05:13:801
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;18.2;-34.1;-13.5;222.05;-36.23;2.79;0.0;31.015;;;;;;86.0;59.0;3.0;136646;2014-11-08 14:05:14:301
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;14.9;-34.1;-18.8;221.95;-36.23;2.79;0.0;29.007;;;;;;86.0;59.0;3.0;137146;2014-11-08 14:05:14:801
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;12.8;-33.0;-23.1;223.13;-36.23;2.79;0.0;29.401;;;;;;86.0;59.0;3.0;137647;2014-11-08 14:05:15:302
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;13.3;-32.5;-23.0;223.17;-36.23;2.79;0.0;32.027;;;;;;86.0;59.0;3.0;138147;2014-11-08 14:05:15:802
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-6.7;-31.1;-25.6;140.05;-36.23;2.79;0.0;27.365;;;;;;86.0;59.0;3.0;138647;2014-11-08 14:05:16:302
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-14.4;-30.3;-23.0;126.13;-36.23;2.79;0.0;30.503;;;;;;86.0;59.0;3.0;139147;2014-11-08 14:05:16:802
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-21.1;-28.0;-20.1;119.83;-36.23;2.79;0.0;27.383;;;;;;86.0;59.0;3.0;139648;2014-11-08 14:05:17:303
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-22.1;-26.6;-13.9;120.93;-36.23;2.79;0.0;27.853;;;;;;86.0;59.0;3.0;140148;2014-11-08 14:05:17:803
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-20.3;-25.6;-18.2;117.64;-36.23;2.79;0.0;28.147;;;;;;86.0;59.0;3.0;140648;2014-11-08 14:05:18:303
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-21.3;-24.4;-14.3;116.13;-36.23;2.79;0.0;27.607;;;;;;86.0;59.0;3.0;141150;2014-11-08 14:05:18:805
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-20.1;-23.6;-20.0;111.2;-36.23;2.79;0.0;30.875;;;;;;86.0;59.0;3.0;141651;2014-11-08 14:05:19:306
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-19.5;-23.2;-20.2;110.08;-36.23;2.79;0.0;28.965;;;;;;86.0;59.0;3.0;142151;2014-11-08 14:05:19:806
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-13.9;-23.0;-24.7;105.43;-36.23;2.79;0.0;34.239;;;;;;86.0;59.0;3.0;142651;2014-11-08 14:05:20:306
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-7.4;-23.2;-30.4;104.91;-36.23;2.79;0.0;34.876;;;;;;86.0;59.0;3.0;143151;2014-11-08 14:05:20:806
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-16.0;-22.7;-27.5;100.08;-36.23;2.79;0.0;36.658;;;;;;86.0;59.0;3.0;143651;2014-11-08 14:05:21:306
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-8.2;-23.3;-30.3;102.5;-36.23;2.79;0.0;34.496;;;;;;86.0;59.0;3.0;144152;2014-11-08 14:05:21:807
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-11.3;-20.9;-28.4;93.36;-36.23;2.79;0.0;32.555;;;;;;86.0;59.0;3.0;144653;2014-11-08 14:05:22:308
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-15.5;-20.1;-25.8;94.28;-36.23;2.79;0.0;32.634;;;;;;86.0;59.0;3.0;145153;2014-11-08 14:05:22:808
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-11.8;-12.3;-25.8;68.11;-36.23;2.79;0.0;33.182;;;;;;86.0;59.0;3.0;145653;2014-11-08 14:05:23:308
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-21.0;-10.5;-13.4;86.58;-36.23;2.79;0.0;32.272;;;;;;86.0;59.0;3.0;146154;2014-11-08 14:05:23:809
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-23.4;-13.5;-13.7;96.95;-36.23;2.79;0.0;29.508;;;;;;86.0;59.0;3.0;146654;2014-11-08 14:05:24:309
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-25.2;-19.5;-11.7;107.7;-36.23;2.79;0.0;31.7;;;;;;86.0;59.0;3.0;147155;2014-11-08 14:05:24:810
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-26.4;-22.3;-16.0;108.69;-36.23;2.79;0.0;28.815;;;;;;86.0;59.0;3.0;147656;2014-11-08 14:05:25:311
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-24.7;-22.4;-20.1;104.39;-36.23;2.79;0.0;29.232;;;;;;86.0;59.0;3.0;148156;2014-11-08 14:05:25:811
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-21.1;-24.7;-19.2;113.57;-36.23;2.79;0.0;28.895;;;;;;86.0;59.0;3.0;148656;2014-11-08 14:05:26:311
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-6.5;-25.8;-24.8;119.39;-36.23;2.79;0.0;32.128;;;;;;86.0;59.0;3.0;149156;2014-11-08 14:05:26:811
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;1.0;-26.5;-23.1;179.06;-36.23;2.79;0.0;31.175;;;;;;86.0;59.0;3.0;149657;2014-11-08 14:05:27:312
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;18.0;-27.4;-15.0;234.27;-36.23;2.79;0.0;32.579;;;;;;86.0;59.0;3.0;150157;2014-11-08 14:05:27:812
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;17.4;-30.8;-4.3;221.29;-36.23;2.79;0.0;32.848;;;;;;86.0;59.0;3.0;150657;2014-11-08 14:05:28:312
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;17.7;-31.2;-5.3;219.47;-36.23;2.79;0.0;32.654;;;;;;86.0;59.0;3.0;151157;2014-11-08 14:05:28:812
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;18.1;-31.4;-4.0;218.79;-36.23;2.79;0.0;32.401;;;;;;86.0;59.0;3.0;151657;2014-11-08 14:05:29:312
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;16.5;-30.5;-8.9;221.96;-36.23;2.79;0.0;30.834;;;;;;86.0;59.0;3.0;152158;2014-11-08 14:05:29:813
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;16.4;-29.4;-10.0;221.85;-36.23;2.79;0.0;33.0;;;;;;86.0;59.0;3.0;152658;2014-11-08 14:05:30:313
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.6;-27.1;-19.0;236.14;-36.23;2.79;0.0;29.388;;;;;;86.0;59.0;3.0;153158;2014-11-08 14:05:30:813
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;3.0;-26.3;-25.4;209.87;-36.23;2.79;0.0;32.008;;;;;;86.0;59.0;3.0;153658;2014-11-08 14:05:31:313
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-0.8;-25.5;-25.9;154.95;-36.23;2.79;0.0;31.852;;;;;;86.0;59.0;3.0;154158;2014-11-08 14:05:31:813
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-11.0;-24.9;-26.3;116.33;-36.23;2.79;0.0;33.828;;;;;;86.0;59.0;3.0;154658;2014-11-08 14:05:32:313
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-11.2;-25.3;-25.1;115.13;-36.23;2.79;0.0;34.061;;;;;;86.0;59.0;3.0;155159;2014-11-08 14:05:32:814
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-9.9;-26.0;-25.7;117.71;-36.23;2.79;0.0;30.122;;;;;;86.0;59.0;3.0;155660;2014-11-08 14:05:33:315
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-13.6;-26.9;-23.9;117.87;-36.23;2.79;0.0;32.578;;;;;;86.0;59.0;3.0;156164;2014-11-08 14:05:33:819
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-10.3;-27.3;-23.6;125.3;-36.23;2.79;0.0;30.695;;;;;;86.0;59.0;3.0;156664;2014-11-08 14:05:34:319
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-14.7;-27.3;-22.4;119.88;-36.23;2.79;0.0;34.943;;;;;;86.0;59.0;3.0;157164;2014-11-08 14:05:34:819
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-12.3;-26.9;-21.3;126.79;-36.23;2.79;0.0;36.88;;;;;;86.0;59.0;3.0;157664;2014-11-08 14:05:35:319
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-10.4;-27.1;-21.1;131.29;-36.23;2.79;0.0;37.479;;;;;;86.0;59.0;3.0;158165;2014-11-08 14:05:35:820
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-11.2;-27.7;-21.3;131.18;-36.23;2.79;0.0;33.02;;;;;;86.0;59.0;3.0;158665;2014-11-08 14:05:36:320
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-10.4;-27.9;-21.5;133.57;-36.23;2.79;0.0;32.81;;;;;;86.0;59.0;3.0;159165;2014-11-08 14:05:36:820
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-11.2;-27.9;-21.1;131.18;-36.23;2.79;0.0;33.213;;;;;;86.0;59.0;3.0;159665;2014-11-08 14:05:37:320
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-14.3;-27.5;-20.7;123.11;-36.23;2.79;0.0;33.419;;;;;;86.0;59.0;3.0;160165;2014-11-08 14:05:37:820
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-14.9;-27.1;-20.1;123.11;-36.23;2.79;0.0;32.691;;;;;;86.0;59.0;3.0;160665;2014-11-08 14:05:38:320
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-15.1;-27.1;-19.9;123.11;-36.23;2.79;0.0;31.914;;;;;;86.0;59.0;3.0;161166;2014-11-08 14:05:38:821
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-14.7;-27.1;-19.9;123.11;-36.23;2.79;0.0;39.658;;;;;;86.0;59.0;3.0;161666;2014-11-08 14:05:39:321
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-14.4;-26.5;-20.5;122.61;-36.23;2.79;0.0;37.664;;;;;;86.0;59.0;3.0;162167;2014-11-08 14:05:39:822
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-22.0;-22.8;-20.5;113.1;-36.23;2.79;0.0;32.192;;;;;;86.0;59.0;3.0;162667;2014-11-08 14:05:40:322
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-32.0;-18.2;-5.2;111.2;-36.23;2.79;0.0;30.779;;;;;;86.0;59.0;3.0;163167;2014-11-08 14:05:40:822
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-29.7;-19.9;11.2;126.2;-36.23;2.79;0.0;29.42;;;;;;86.0;59.0;3.0;163667;2014-11-08 14:05:41:322
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-24.4;-20.8;21.8;143.21;-36.23;2.79;0.0;29.191;;;;;;86.0;59.0;3.0;164167;2014-11-08 14:05:41:822
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-21.4;-21.5;25.1;148.55;-36.23;2.79;0.0;29.669;;;;;;86.0;59.0;3.0;164667;2014-11-08 14:05:42:322
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-23.4;-21.5;23.4;144.97;-36.23;2.79;0.0;31.033;;;;;;86.0;59.0;3.0;165167;2014-11-08 14:05:42:822
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-25.2;-22.9;13.5;139.73;-36.23;2.79;0.0;28.897;;;;;;86.0;59.0;3.0;165667;2014-11-08 14:05:43:322
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-29.2;-22.9;0.9;124.64;-36.23;2.79;0.0;29.978;;;;;;86.0;59.0;3.0;166167;2014-11-08 14:05:43:822
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-27.3;-23.7;-15.2;112.16;-36.23;2.79;0.0;28.566;;;;;;86.0;59.0;3.0;166667;2014-11-08 14:05:44:322
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-21.3;-22.0;-24.0;100.69;-36.23;2.79;0.0;28.911;;;;;;86.0;59.0;3.0;167167;2014-11-08 14:05:44:822
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-10.7;-22.1;-26.0;103.32;-36.23;2.79;0.0;28.236;;;;;;86.0;59.0;3.0;167667;2014-11-08 14:05:45:322
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-13.6;-20.2;-27.6;90.02;-36.23;2.79;0.0;28.539;;;;;;86.0;59.0;3.0;168167;2014-11-08 14:05:45:822
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-7.6;-19.1;-29.8;77.16;-36.23;2.79;0.0;27.306;;;;;;86.0;59.0;3.0;168667;2014-11-08 14:05:46:322
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-6.5;-19.0;-30.3;73.47;-36.23;2.79;0.0;28.617;;;;;;86.0;59.0;3.0;169167;2014-11-08 14:05:46:822
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-21.6;-17.2;-27.6;84.65;-36.23;2.79;0.0;27.939;;;;;;86.0;59.0;3.0;169667;2014-11-08 14:05:47:322
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-32.2;-18.8;-2.5;115.17;-36.23;2.79;0.0;28.282;;;;;;86.0;59.0;3.0;170167;2014-11-08 14:05:47:822
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-28.5;-21.2;15.1;134.32;-36.23;2.79;0.0;27.51;;;;;;86.0;59.0;3.0;170667;2014-11-08 14:05:48:322
