sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-10.7;0.7;24.4;118.69;-24.44;-2.83;0.0;42.32;;;;;;84.2;59.0;3.0;9036;2014-11-08 14:07:07:700
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-17.4;-15.4;14.5;132.69;-24.44;-2.83;0.0;41.148;;;;;;84.2;59.0;3.0;9537;2014-11-08 14:07:08:201
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-7.1;2.8;26.1;133.56;-24.44;-2.83;0.0;44.189;;;;;;84.2;59.0;3.0;10037;2014-11-08 14:07:08:701
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-16.3;-15.9;15.6;141.19;-24.44;-2.83;0.0;43.23;;;;;;84.2;59.0;3.0;10537;2014-11-08 14:07:09:201
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-13.5;-8.8;22.0;140.42;-24.44;-2.83;0.0;39.393;;;;;;84.2;59.0;3.0;11037;2014-11-08 14:07:09:701
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-13.9;-16.5;17.1;145.17;-24.44;-2.83;0.0;45.0;;;;;;84.2;59.0;3.0;11537;2014-11-08 14:07:10:201
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-15.1;-19.5;11.4;142.3;-24.44;-2.83;0.0;36.447;;;;;;84.2;59.0;3.0;12038;2014-11-08 14:07:10:702
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-15.7;-19.1;17.0;148.12;-24.44;-2.83;0.0;44.37;;;;;;84.2;59.0;3.0;12538;2014-11-08 14:07:11:202
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-15.7;-24.6;7.4;147.19;-24.44;-2.83;0.0;45.342;;;;;;84.2;59.0;3.0;13039;2014-11-08 14:07:11:703
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-10.4;-12.0;28.3;152.97;-24.44;-2.83;0.0;42.281;;;;;;84.2;59.0;3.0;13540;2014-11-08 14:07:12:204
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-18.6;-26.6;5.2;143.79;-24.44;-2.83;0.0;41.649;;;;;;84.2;59.0;3.0;14040;2014-11-08 14:07:12:704
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-13.6;-20.6;26.2;152.7;-24.44;-2.83;0.0;35.972;;;;;;84.2;59.0;3.0;14540;2014-11-08 14:07:13:204
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-17.8;-30.4;10.4;150.11;-24.44;-2.83;0.0;43.343;;;;;;84.2;59.0;3.0;15041;2014-11-08 14:07:13:705
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-15.0;-28.6;21.0;151.37;-24.44;-2.83;0.0;35.381;;;;;;84.2;59.0;3.0;15541;2014-11-08 14:07:14:205
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-21.5;-31.9;11.0;147.09;-24.44;-2.83;0.0;41.779;;;;;;84.2;59.0;3.0;16042;2014-11-08 14:07:14:706
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-23.0;-35.4;-10.6;140.12;-24.44;-2.83;0.0;35.93;;;;;;84.2;59.0;3.0;16542;2014-11-08 14:07:15:206
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-7.0;-28.4;45.8;168.2;-24.44;-2.83;0.0;40.476;;;;;;84.2;59.0;3.0;17042;2014-11-08 14:07:15:706
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-37.0;-42.7;16.2;140.01;-24.44;-2.83;0.0;45.259;;;;;;84.2;59.0;3.0;17542;2014-11-08 14:07:16:206
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-22.0;-25.6;47.8;146.7;-24.44;-2.83;0.0;43.161;;;;;;84.2;59.0;3.0;18043;2014-11-08 14:07:16:707
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;17.7;-32.7;33.4;200.36;-24.44;-2.83;0.0;45.535;;;;;;84.2;59.0;3.0;18544;2014-11-08 14:07:17:208
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;22.4;-35.3;26.5;205.4;-24.44;-2.83;0.0;38.573;;;;;;84.2;59.0;3.0;19044;2014-11-08 14:07:17:708
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;36.3;-31.8;12.4;225.44;-24.44;-2.83;0.0;41.762;;;;;;84.2;59.0;3.0;19544;2014-11-08 14:07:18:208
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;34.2;-34.8;-12.7;231.84;-24.44;-2.83;0.0;36.41;;;;;;84.2;59.0;3.0;20044;2014-11-08 14:07:18:708
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;28.7;-37.6;-17.7;227.09;-24.44;-2.83;0.0;32.807;;;;;;84.2;59.0;3.0;20544;2014-11-08 14:07:19:208
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;25.8;-38.3;-18.9;223.41;-24.44;-2.83;0.0;39.817;;;;;;84.2;59.0;3.0;21045;2014-11-08 14:07:19:709
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;23.4;-38.6;-23.0;222.33;-24.44;-2.83;0.0;30.577;;;;;;84.2;59.0;3.0;21545;2014-11-08 14:07:20:209
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;22.9;-38.2;-23.6;223.85;-24.44;-2.83;0.0;30.863;;;;;;84.2;59.0;3.0;22045;2014-11-08 14:07:20:709
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;22.5;-38.2;-23.6;223.33;-24.44;-2.83;0.0;26.864;;;;;;84.2;59.0;3.0;22545;2014-11-08 14:07:21:209
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;18.0;-44.4;-14.2;220.82;-24.44;-2.83;0.0;27.81;;;;;;84.2;59.0;3.0;23046;2014-11-08 14:07:21:710
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;12.2;-44.5;-22.3;202.73;-24.44;-2.83;0.0;36.659;;;;;;84.2;59.0;3.0;23546;2014-11-08 14:07:22:210
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;21.2;-41.9;-19.8;215.85;-24.44;-2.83;0.0;36.957;;;;;;84.2;59.0;3.0;24046;2014-11-08 14:07:22:710
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;20.5;-43.0;2.3;207.48;-24.44;-2.83;0.0;45.08;;;;;;84.2;59.0;3.0;24546;2014-11-08 14:07:23:210
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;19.8;-41.6;-7.6;209.96;-24.44;-2.83;0.0;36.6;;;;;;84.2;59.0;3.0;25047;2014-11-08 14:07:23:711
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;21.7;-32.9;9.8;214.21;-24.44;-2.83;0.0;43.719;;;;;;84.2;59.0;3.0;25548;2014-11-08 14:07:24:212
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;20.5;-33.7;-7.6;217.23;-24.44;-2.83;0.0;42.998;;;;;;84.2;59.0;3.0;26048;2014-11-08 14:07:24:712
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;21.3;-32.5;5.4;213.24;-24.44;-2.83;0.0;41.639;;;;;;84.2;59.0;3.0;26549;2014-11-08 14:07:25:213
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;17.7;-32.4;-7.6;215.05;-24.44;-2.83;0.0;36.567;;;;;;84.2;59.0;3.0;27050;2014-11-08 14:07:25:714
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;19.7;-31.8;-4.5;215.88;-24.44;-2.83;0.0;37.918;;;;;;84.2;59.0;3.0;27550;2014-11-08 14:07:26:214
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;17.0;-31.3;-5.0;213.02;-24.44;-2.83;0.0;43.211;;;;;;84.2;59.0;3.0;28051;2014-11-08 14:07:26:715
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;18.0;-29.7;-7.1;216.47;-24.44;-2.83;0.0;35.646;;;;;;84.2;59.0;3.0;28551;2014-11-08 14:07:27:215
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;16.4;-28.7;-6.0;211.35;-24.44;-2.83;0.0;44.739;;;;;;84.2;59.0;3.0;29052;2014-11-08 14:07:27:716
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;15.8;-27.2;-11.2;219.06;-24.44;-2.83;0.0;35.683;;;;;;84.2;59.0;3.0;29552;2014-11-08 14:07:28:216
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;15.5;-26.6;-3.2;213.73;-24.44;-2.83;0.0;42.529;;;;;;84.2;59.0;3.0;30052;2014-11-08 14:07:28:716
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;14.0;-24.8;-14.4;220.37;-24.44;-2.83;0.0;44.34;;;;;;84.2;59.0;3.0;30553;2014-11-08 14:07:29:217
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;14.2;-24.5;-7.2;216.67;-24.44;-2.83;0.0;36.919;;;;;;84.2;59.0;3.0;31053;2014-11-08 14:07:29:717
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;13.6;-21.8;-15.5;223.55;-24.44;-2.83;0.0;42.054;;;;;;84.2;59.0;3.0;31553;2014-11-08 14:07:30:217
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;14.9;-21.5;-11.2;229.11;-24.44;-2.83;0.0;36.695;;;;;;84.2;59.0;3.0;32054;2014-11-08 14:07:30:718
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;13.9;-21.0;-14.2;227.14;-24.44;-2.83;0.0;44.864;;;;;;84.2;59.0;3.0;32554;2014-11-08 14:07:31:218
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;14.8;-17.3;-15.5;238.64;-24.44;-2.83;0.0;35.589;;;;;;84.2;59.0;3.0;33055;2014-11-08 14:07:31:719
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;14.8;-21.9;-11.5;219.87;-24.44;-2.83;0.0;34.887;;;;;;84.2;59.0;3.0;33555;2014-11-08 14:07:32:219
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;15.7;-15.3;-18.0;248.8;-24.44;-2.83;0.0;37.396;;;;;;84.2;59.0;3.0;34056;2014-11-08 14:07:32:720
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;19.7;-24.5;-14.5;231.44;-24.44;-2.83;0.0;32.424;;;;;;84.2;59.0;3.0;34557;2014-11-08 14:07:33:221
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;19.5;-22.5;-23.3;242.62;-24.44;-2.83;0.0;45.834;;;;;;84.2;59.0;3.0;35057;2014-11-08 14:07:33:721
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;28.0;-18.0;-20.9;254.07;-24.44;-2.83;0.0;34.72;;;;;;84.2;59.0;3.0;35557;2014-11-08 14:07:34:221
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;23.1;-29.7;-7.5;223.13;-24.44;-2.83;0.0;48.013;;;;;;84.2;59.0;3.0;36057;2014-11-08 14:07:34:721
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;24.7;-27.4;-8.9;228.76;-24.44;-2.83;0.0;40.438;;;;;;84.2;59.0;3.0;36557;2014-11-08 14:07:35:221
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;24.1;-27.5;-8.5;228.23;-24.44;-2.83;0.0;37.051;;;;;;84.2;59.0;3.0;37057;2014-11-08 14:07:35:721
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;25.3;-26.8;-8.7;229.94;-24.44;-2.83;0.0;32.29;;;;;;84.2;59.0;3.0;37558;2014-11-08 14:07:36:222
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;25.7;-26.2;-8.7;232.21;-24.44;-2.83;0.0;28.568;;;;;;84.2;59.0;3.0;38058;2014-11-08 14:07:36:722
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;25.7;-26.2;-8.7;232.21;-24.44;-2.83;0.0;29.587;;;;;;84.2;59.0;3.0;38558;2014-11-08 14:07:37:222
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;25.1;-26.6;-8.7;229.94;-24.44;-2.83;0.0;39.164;;;;;;84.2;59.0;3.0;39059;2014-11-08 14:07:37:723
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;24.9;-27.6;-8.1;229.34;-24.44;-2.83;0.0;43.974;;;;;;84.2;59.0;3.0;39559;2014-11-08 14:07:38:223
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;24.9;-28.3;-3.5;225.41;-24.44;-2.83;0.0;52.736;;;;;;84.2;59.0;3.0;40060;2014-11-08 14:07:38:724
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;27.3;10.2;-23.4;302.72;-24.44;-2.83;0.0;51.413;;;;;;84.2;59.0;3.0;40560;2014-11-08 14:07:39:224
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;-27.2;0.3;-24.3;67.9;-24.44;-2.83;0.4;28.771;;;;;;84.2;59.0;3.0;41061;2014-11-08 14:07:39:725
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;2.9;7.5;-36.1;39.96;-24.44;-2.83;0.4;29.619;;;;;;84.2;59.0;3.0;41562;2014-11-08 14:07:40:226
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;31.3;10.7;-20.4;298.91;-24.44;-2.83;0.4;28.447;;;;;;84.2;59.0;3.0;42063;2014-11-08 14:07:40:727
-0.4597;1.0726;6.4355;0.4196;3.8583;8.4784;-0.8793;-2.7857;-2.0429;12.2;12.9;-32.9;331.64;-24.44;-2.83;0.4;27.628;;;;;;84.2;59.0;3.0;42753;2014-11-08 14:07:41:417
2.9113;5.2097;8.7339;9.1003;-6.5223;2.6574;-6.189;11.7321;6.0765;8.9;5.6;-35.8;286.34;47.54;-90.11;0.4;27.621;;;;;;84.2;59.0;3.0;43253;2014-11-08 14:07:41:917
1.0726;5.3629;7.9678;1.3528;5.3203;8.2247;-0.2802;0.0427;-0.2569;18.6;4.9;-33.0;304.23;-33.8;-16.48;0.4;31.087;;;;;;84.2;59.0;3.0;43753;2014-11-08 14:07:42:417
0.9194;4.5968;9.3468;0.3685;6.3796;7.0236;0.5508;-1.7828;2.3233;18.6;4.5;-31.8;315.04;-36.03;-5.1;0.4;26.743;;;;;;84.2;59.0;3.0;44259;2014-11-08 14:07:42:923
0.9194;3.371;9.3468;0.28;5.269;7.9602;0.6394;-1.898;1.3866;16.3;9.6;-31.0;326.52;-35.35;-1.94;0.4;29.415;;;;;;84.2;59.0;3.0;44762;2014-11-08 14:07:43:426
-0.3065;5.9759;6.8952;0.9508;4.2765;8.7062;-1.2573;1.6994;-1.811;19.3;5.2;-31.0;307.56;-26.03;-6.23;0.4;29.798;;;;;;84.2;59.0;3.0;45262;2014-11-08 14:07:43:926
-0.1532;6.5888;7.3549;0.0799;6.0726;7.304;-0.2332;0.5162;0.0509;20.0;-0.5;-31.4;315.37;-38.1;0.16;0.4;28.489;;;;;;84.2;59.0;3.0;45762;2014-11-08 14:07:44:426
