sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-18.9;-13.9;23.6;153.44;-40.94;10.79;0.0;30.284;;;;;;84.2;59.0;3.0;10196;2014-11-08 14:06:19:445
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-24.9;-13.3;15.7;137.07;-40.94;10.79;0.0;31.312;;;;;;84.2;59.0;3.0;10696;2014-11-08 14:06:19:945
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-21.1;-14.8;19.5;147.77;-40.94;10.79;0.0;30.547;;;;;;84.2;59.0;3.0;11196;2014-11-08 14:06:20:445
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-25.3;-14.6;14.8;141.03;-40.94;10.79;0.0;29.962;;;;;;84.2;59.0;3.0;11697;2014-11-08 14:06:20:946
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-24.8;-15.2;15.8;138.87;-40.94;10.79;0.0;32.851;;;;;;84.2;59.0;3.0;12197;2014-11-08 14:06:21:446
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-24.3;-17.0;14.4;142.95;-40.94;10.79;0.0;30.387;;;;;;84.2;59.0;3.0;12697;2014-11-08 14:06:21:946
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-25.4;-16.7;10.8;135.61;-40.94;10.79;0.0;35.023;;;;;;84.2;59.0;3.0;13197;2014-11-08 14:06:22:446
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-23.5;-18.7;13.1;141.71;-40.94;10.79;0.0;31.686;;;;;;84.2;59.0;3.0;13697;2014-11-08 14:06:22:946
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-26.1;-19.9;9.2;135.28;-40.94;10.79;0.0;32.076;;;;;;84.2;59.0;3.0;14197;2014-11-08 14:06:23:446
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-24.8;-20.6;12.6;139.09;-40.94;10.79;0.0;31.266;;;;;;84.2;59.0;3.0;14697;2014-11-08 14:06:23:946
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-26.5;-22.0;10.9;138.87;-40.94;10.79;0.0;29.429;;;;;;84.2;59.0;3.0;15197;2014-11-08 14:06:24:446
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-28.6;-22.3;8.0;132.19;-40.94;10.79;0.0;29.375;;;;;;84.2;59.0;3.0;15698;2014-11-08 14:06:24:947
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-26.2;-24.8;12.4;141.98;-40.94;10.79;0.0;34.62;;;;;;84.2;59.0;3.0;16199;2014-11-08 14:06:25:448
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-29.1;-23.7;8.2;134.83;-40.94;10.79;0.0;28.622;;;;;;84.2;59.0;3.0;16699;2014-11-08 14:06:25:948
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-27.3;-26.3;10.7;140.83;-40.94;10.79;0.0;29.86;;;;;;84.2;59.0;3.0;17200;2014-11-08 14:06:26:449
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-29.9;-25.7;8.6;138.07;-40.94;10.79;0.0;29.464;;;;;;84.2;59.0;3.0;17700;2014-11-08 14:06:26:949
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-31.7;-26.6;8.0;134.55;-40.94;10.79;0.0;32.476;;;;;;84.2;59.0;3.0;18201;2014-11-08 14:06:27:450
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-30.3;-31.5;10.5;141.27;-40.94;10.79;0.0;30.161;;;;;;84.2;59.0;3.0;18701;2014-11-08 14:06:27:950
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-33.5;-30.1;6.7;135.1;-40.94;10.79;0.0;31.571;;;;;;84.2;59.0;3.0;19202;2014-11-08 14:06:28:451
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-32.7;-30.9;14.7;141.42;-40.94;10.79;0.0;32.22;;;;;;84.2;59.0;3.0;19702;2014-11-08 14:06:28:951
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-34.0;-29.5;19.2;142.08;-40.94;10.79;0.0;29.265;;;;;;84.2;59.0;3.0;20202;2014-11-08 14:06:29:451
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-33.5;-28.4;19.2;142.08;-40.94;10.79;0.0;33.655;;;;;;84.2;59.0;3.0;20702;2014-11-08 14:06:29:951
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-31.1;-28.4;23.3;146.67;-40.94;10.79;0.0;28.308;;;;;;84.2;59.0;3.0;21202;2014-11-08 14:06:30:451
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-26.7;-28.2;25.5;149.73;-40.94;10.79;0.0;35.239;;;;;;84.2;59.0;3.0;21702;2014-11-08 14:06:30:951
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-17.8;-28.8;26.3;162.58;-40.94;10.79;0.0;32.393;;;;;;84.2;59.0;3.0;22202;2014-11-08 14:06:31:451
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;2.1;-37.2;22.0;188.27;-40.94;10.79;0.0;34.199;;;;;;84.2;59.0;3.0;22703;2014-11-08 14:06:31:952
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;9.6;-34.9;23.5;199.39;-40.94;10.79;0.0;33.066;;;;;;84.2;59.0;3.0;23203;2014-11-08 14:06:32:452
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;13.5;-38.3;5.5;205.07;-40.94;10.79;0.0;29.404;;;;;;84.2;59.0;3.0;23704;2014-11-08 14:06:32:953
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;4.7;-38.3;-16.0;186.15;-40.94;10.79;0.0;29.98;;;;;;84.2;59.0;3.0;24204;2014-11-08 14:06:33:453
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-4.2;-36.2;-21.3;152.2;-40.94;10.79;0.0;29.639;;;;;;84.2;59.0;3.0;24704;2014-11-08 14:06:33:953
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-6.9;-33.3;-24.4;132.28;-40.94;10.79;0.0;27.855;;;;;;84.2;59.0;3.0;25204;2014-11-08 14:06:34:453
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-17.8;-27.6;-25.7;110.3;-40.94;10.79;0.0;28.558;;;;;;84.2;59.0;3.0;25704;2014-11-08 14:06:34:953
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-22.6;-27.1;-25.4;104.64;-40.94;10.79;0.0;29.327;;;;;;84.2;59.0;3.0;26204;2014-11-08 14:06:35:453
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-15.7;-26.9;-27.9;101.48;-40.94;10.79;0.0;27.704;;;;;;84.2;59.0;3.0;26704;2014-11-08 14:06:35:953
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-9.8;-32.9;-27.9;118.36;-40.94;10.79;0.0;27.521;;;;;;84.2;59.0;3.0;27205;2014-11-08 14:06:36:454
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-12.4;-33.4;-28.6;114.19;-40.94;10.79;0.0;26.615;;;;;;84.2;59.0;3.0;27706;2014-11-08 14:06:36:955
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;0.4;-37.2;-26.7;154.45;-40.94;10.79;0.0;27.865;;;;;;84.2;59.0;3.0;28206;2014-11-08 14:06:37:455
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;8.2;-43.2;-15.3;196.06;-40.94;10.79;0.0;31.293;;;;;;84.2;59.0;3.0;28706;2014-11-08 14:06:37:955
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;3.5;-42.9;-13.9;183.26;-40.94;10.79;0.0;29.398;;;;;;84.2;59.0;3.0;29206;2014-11-08 14:06:38:455
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;4.8;-43.9;-8.2;187.08;-40.94;10.79;0.0;30.35;;;;;;84.2;59.0;3.0;29707;2014-11-08 14:06:38:956
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;3.9;-44.1;-5.8;185.55;-40.94;10.79;0.0;30.507;;;;;;84.2;59.0;3.0;30208;2014-11-08 14:06:39:457
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;4.4;-43.5;-0.1;186.65;-40.94;10.79;0.0;31.761;;;;;;84.2;59.0;3.0;30708;2014-11-08 14:06:39:957
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;4.2;-42.1;-2.6;186.56;-40.94;10.79;0.0;36.769;;;;;;84.2;59.0;3.0;31208;2014-11-08 14:06:40:457
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;3.8;-39.5;-4.4;186.44;-40.94;10.79;0.0;37.812;;;;;;84.2;59.0;3.0;31708;2014-11-08 14:06:40:957
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;3.4;-38.3;-8.0;183.58;-40.94;10.79;0.0;33.408;;;;;;84.2;59.0;3.0;32209;2014-11-08 14:06:41:458
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;3.0;-37.1;-8.5;183.7;-40.94;10.79;0.0;30.303;;;;;;84.2;59.0;3.0;32710;2014-11-08 14:06:41:959
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;3.0;-36.2;-8.1;183.83;-40.94;10.79;0.0;30.026;;;;;;84.2;59.0;3.0;33210;2014-11-08 14:06:42:459
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;3.0;-35.3;-9.2;183.56;-40.94;10.79;0.0;28.833;;;;;;84.2;59.0;3.0;33711;2014-11-08 14:06:42:960
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;3.0;-34.4;-8.4;183.96;-40.94;10.79;0.0;30.19;;;;;;84.2;59.0;3.0;34211;2014-11-08 14:06:43:460
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;3.4;-33.3;-9.2;183.7;-40.94;10.79;0.0;28.88;;;;;;84.2;59.0;3.0;34711;2014-11-08 14:06:43:960
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;3.8;-32.4;-9.5;186.52;-40.94;10.79;0.0;29.844;;;;;;84.2;59.0;3.0;35211;2014-11-08 14:06:44:460
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;3.8;-31.4;-10.4;187.11;-40.94;10.79;0.0;29.966;;;;;;84.2;59.0;3.0;35711;2014-11-08 14:06:44:960
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;3.6;-30.4;-12.4;186.65;-40.94;10.79;0.0;30.494;;;;;;84.2;59.0;3.0;36211;2014-11-08 14:06:45:460
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;4.0;-29.3;-12.7;186.54;-40.94;10.79;0.0;30.153;;;;;;84.2;59.0;3.0;36712;2014-11-08 14:06:45:961
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;4.6;-28.5;-13.7;190.86;-40.94;10.79;0.0;31.259;;;;;;84.2;59.0;3.0;37213;2014-11-08 14:06:46:462
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;5.0;-28.1;-13.6;191.25;-40.94;10.79;0.0;29.33;;;;;;84.2;59.0;3.0;37713;2014-11-08 14:06:46:962
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;5.2;-27.9;-13.8;191.25;-40.94;10.79;0.0;28.586;;;;;;84.2;59.0;3.0;38213;2014-11-08 14:06:47:462
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;6.0;-27.5;-14.2;197.09;-40.94;10.79;0.0;28.019;;;;;;84.2;59.0;3.0;38713;2014-11-08 14:06:47:962
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;7.8;-26.9;-14.8;212.05;-40.94;10.79;0.0;31.108;;;;;;84.2;59.0;3.0;39214;2014-11-08 14:06:48:463
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;8.5;-26.7;-16.7;214.13;-40.94;10.79;0.0;29.783;;;;;;84.2;59.0;3.0;39715;2014-11-08 14:06:48:964
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;11.1;-31.1;-13.1;210.11;-40.94;10.79;0.0;38.021;;;;;;84.2;59.0;3.0;40216;2014-11-08 14:06:49:465
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;9.9;-33.1;-13.7;206.12;-40.94;10.79;0.0;39.156;;;;;;84.2;59.0;3.0;40719;2014-11-08 14:06:49:968
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;12.8;-33.3;-4.6;209.77;-40.94;10.79;0.0;29.915;;;;;;84.2;59.0;3.0;41221;2014-11-08 14:06:50:470
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;13.8;-34.0;17.3;205.88;-40.94;10.79;0.0;40.262;;;;;;84.2;59.0;3.0;41721;2014-11-08 14:06:50:970
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;7.5;-25.4;30.6;196.75;-40.94;10.79;0.0;35.842;;;;;;84.2;59.0;3.0;42232;2014-11-08 14:06:51:481
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;3.6;-36.3;-7.0;186.73;-40.94;10.79;0.4;29.861;;;;;;84.2;59.0;3.0;42733;2014-11-08 14:06:51:982
-2.9113;7.3549;6.4355;-1.4031;6.5046;7.3659;-1.5082;0.8503;-0.9303;-9.3;-34.8;-8.4;155.3;-40.94;10.79;0.4;31.42;;;;;;84.2;59.0;3.0;43411;2014-11-08 14:06:52:660
0.9194;4.1371;7.6614;-3.1961;6.5578;5.2345;4.1154;-2.4207;2.4268;-3.4;-35.7;-9.7;158.27;-46.92;31.41;0.4;27.456;;;;;;84.2;59.0;3.0;43923;2014-11-08 14:06:53:172
0.1532;4.1371;8.2743;0.4592;4.0843;8.5216;-0.1527;0.206;0.2124;-2.9;-35.7;-10.0;175.0;-25.58;-3.08;0.4;61.571;;;;;;84.2;59.0;3.0;44425;2014-11-08 14:06:53:674
-0.6129;4.9033;8.7339;0.0563;4.4192;8.5392;0.6513;-0.5831;0.3083;-3.3;-36.2;-8.9;173.97;-27.36;-0.38;0.4;27.294;;;;;;84.2;59.0;3.0;44958;2014-11-08 14:06:54:207
-0.3065;4.2904;9.8065;0.065;4.3021;8.5915;-0.3714;-0.0118;1.215;-0.2;-36.2;-10.8;175.09;-27.8;1.96;0.4;27.08;;;;;;84.2;59.0;3.0;45476;2014-11-08 14:06:54:725
-0.6129;5.2097;7.5081;0.1262;4.0851;8.5564;-0.7392;1.1246;-1.0482;0.4;-36.2;-6.4;180.03;-22.15;-0.17;0.4;26.768;;;;;;84.2;59.0;3.0;45987;2014-11-08 14:06:55:236
-1.2258;5.5162;7.5081;-0.5595;5.1988;8.1683;-0.6663;0.3173;-0.6601;0.3;-36.6;-2.9;179.36;-32.28;3.54;0.4;34.101;;;;;;84.2;59.0;3.0;46488;2014-11-08 14:06:55:737
