sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;5.0;-33.6;-17.1;191.44;-32.84;3.73;0.0;32.043;;;;;;95.0;59.0;3.0;92813;2014-11-08 13:56:26:186
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-16.5;-31.6;-18.4;137.6;-32.84;3.73;0.0;35.618;;;;;;95.0;59.0;3.0;93313;2014-11-08 13:56:26:686
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-8.7;-29.7;-25.0;138.51;-32.84;3.73;0.0;32.066;;;;;;95.0;59.0;3.0;93813;2014-11-08 13:56:27:186
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;8.1;-29.0;-26.9;213.31;-32.84;3.73;0.0;31.399;;;;;;95.0;59.0;3.0;94314;2014-11-08 13:56:27:687
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;23.2;-31.4;-6.2;225.74;-32.84;3.73;0.0;31.736;;;;;;95.0;59.0;3.0;94814;2014-11-08 13:56:28:187
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;29.6;-27.1;3.9;233.54;-32.84;3.73;0.0;31.394;;;;;;95.0;59.0;3.0;95315;2014-11-08 13:56:28:688
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;21.3;-28.9;16.6;213.91;-32.84;3.73;0.0;35.213;;;;;;95.0;59.0;3.0;95816;2014-11-08 13:56:29:189
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;21.8;-27.9;17.4;214.23;-32.84;3.73;0.0;30.248;;;;;;95.0;59.0;3.0;96317;2014-11-08 13:56:29:690
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;20.5;-24.0;23.8;214.79;-32.84;3.73;0.0;36.184;;;;;;95.0;59.0;3.0;96817;2014-11-08 13:56:30:190
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;24.7;-26.6;11.3;222.76;-32.84;3.73;0.0;34.885;;;;;;95.0;59.0;3.0;97318;2014-11-08 13:56:30:691
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;26.5;-26.7;6.9;227.03;-32.84;3.73;0.0;28.97;;;;;;95.0;59.0;3.0;97819;2014-11-08 13:56:31:192
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;28.2;-26.1;9.5;228.58;-32.84;3.73;0.0;29.737;;;;;;95.0;59.0;3.0;98319;2014-11-08 13:56:31:692
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;23.5;-31.9;-0.3;222.61;-32.84;3.73;0.0;35.24;;;;;;95.0;59.0;3.0;98820;2014-11-08 13:56:32:193
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;25.6;-29.2;-10.3;231.39;-32.84;3.73;0.0;37.067;;;;;;95.0;59.0;3.0;99322;2014-11-08 13:56:32:695
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;26.4;-27.3;-13.7;240.45;-32.84;3.73;0.0;28.68;;;;;;95.0;59.0;3.0;99822;2014-11-08 13:56:33:195
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;18.4;-34.9;-5.7;227.63;-32.84;3.73;0.0;30.137;;;;;;95.0;59.0;3.0;100322;2014-11-08 13:56:33:695
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;15.9;-33.6;-15.6;217.65;-32.84;3.73;0.0;43.968;;;;;;95.0;59.0;3.0;100822;2014-11-08 13:56:34:195
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;21.0;-27.7;-21.9;236.07;-32.84;3.73;0.0;33.63;;;;;;95.0;59.0;3.0;101322;2014-11-08 13:56:34:695
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;21.3;-33.0;-7.9;222.05;-32.84;3.73;0.0;32.501;;;;;;95.0;59.0;3.0;101822;2014-11-08 13:56:35:195
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;17.3;-34.8;-11.7;215.95;-32.84;3.73;0.0;35.087;;;;;;95.0;59.0;3.0;102323;2014-11-08 13:56:35:696
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;19.6;-32.7;-16.4;221.83;-32.84;3.73;0.0;32.94;;;;;;95.0;59.0;3.0;102824;2014-11-08 13:56:36:197
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;27.6;-27.7;-13.0;240.22;-32.84;3.73;0.0;29.854;;;;;;95.0;59.0;3.0;103326;2014-11-08 13:56:36:699
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;26.2;-29.9;1.0;226.33;-32.84;3.73;0.0;31.49;;;;;;95.0;59.0;3.0;103826;2014-11-08 13:56:37:199
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;19.7;-35.4;-4.9;216.12;-32.84;3.73;0.0;40.906;;;;;;95.0;59.0;3.0;104326;2014-11-08 13:56:37:699
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;26.6;-30.0;-8.4;232.98;-32.84;3.73;0.0;43.511;;;;;;95.0;59.0;3.0;104827;2014-11-08 13:56:38:200
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;26.3;-30.0;-4.3;238.62;-32.84;3.73;0.0;33.75;;;;;;95.0;59.0;3.0;105327;2014-11-08 13:56:38:700
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;16.4;-35.3;-8.9;212.68;-32.84;3.73;0.0;38.849;;;;;;95.0;59.0;3.0;105828;2014-11-08 13:56:39:201
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;24.7;-30.0;-12.5;233.58;-32.84;3.73;0.0;33.529;;;;;;95.0;59.0;3.0;106328;2014-11-08 13:56:39:701
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;26.7;-30.1;-2.6;229.77;-32.84;3.73;0.0;31.149;;;;;;95.0;59.0;3.0;106828;2014-11-08 13:56:40:201
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;19.6;-34.7;-1.8;213.02;-32.84;3.73;0.0;42.439;;;;;;95.0;59.0;3.0;107328;2014-11-08 13:56:40:701
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;28.7;-28.0;-6.4;236.0;-32.84;3.73;0.0;36.204;;;;;;95.0;59.0;3.0;107828;2014-11-08 13:56:41:201
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;21.9;-32.6;3.6;228.01;-32.84;3.73;0.0;41.643;;;;;;95.0;59.0;3.0;108328;2014-11-08 13:56:41:701
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;21.8;-33.2;-9.3;212.55;-32.84;3.73;0.0;42.208;;;;;;95.0;59.0;3.0;108828;2014-11-08 13:56:42:201
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;23.4;-28.9;-18.6;238.57;-32.84;3.73;0.0;31.487;;;;;;95.0;59.0;3.0;109329;2014-11-08 13:56:42:702
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-2.5;-36.1;-13.9;172.71;-32.84;3.73;0.0;41.621;;;;;;95.0;59.0;3.0;109830;2014-11-08 13:56:43:203
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;2.9;-29.6;-24.6;193.51;-32.84;3.73;0.0;42.35;;;;;;95.0;59.0;3.0;110330;2014-11-08 13:56:43:703
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-12.9;-33.2;-12.9;146.84;-32.84;3.73;0.0;41.721;;;;;;95.0;59.0;3.0;110831;2014-11-08 13:56:44:204
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-16.0;-28.7;-19.3;129.66;-32.84;3.73;0.0;41.67;;;;;;95.0;59.0;3.0;111333;2014-11-08 13:56:44:706
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-8.3;-27.4;-26.1;132.6;-32.84;3.73;0.0;41.727;;;;;;95.0;59.0;3.0;111833;2014-11-08 13:56:45:206
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-22.6;-28.4;-8.8;129.59;-32.84;3.73;0.0;42.219;;;;;;95.0;59.0;3.0;112333;2014-11-08 13:56:45:706
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-11.2;-27.6;-23.4;132.09;-32.84;3.73;0.0;45.667;;;;;;95.0;59.0;3.0;112836;2014-11-08 13:56:46:209
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-13.1;-29.6;-11.4;146.58;-32.84;3.73;0.0;37.366;;;;;;95.0;59.0;3.0;113339;2014-11-08 13:56:46:712
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-9.4;-28.5;-18.3;144.25;-32.84;3.73;0.0;44.741;;;;;;95.0;59.0;3.0;113840;2014-11-08 13:56:47:213
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-0.4;-26.6;-26.1;168.88;-32.84;3.73;0.0;38.404;;;;;;95.0;59.0;3.0;114340;2014-11-08 13:56:47:713
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-15.8;-29.3;-15.7;133.73;-32.84;3.73;0.0;41.203;;;;;;95.0;59.0;3.0;114840;2014-11-08 13:56:48:213
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-6.5;-27.9;-26.5;141.54;-32.84;3.73;0.0;42.622;;;;;;95.0;59.0;3.0;115341;2014-11-08 13:56:48:714
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-15.3;-31.4;-13.8;146.52;-32.84;3.73;0.0;33.222;;;;;;95.0;59.0;3.0;115841;2014-11-08 13:56:49:214
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-20.6;-29.2;-11.5;127.84;-32.84;3.73;0.0;45.086;;;;;;95.0;59.0;3.0;116341;2014-11-08 13:56:49:714
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-20.4;-30.5;-6.5;138.08;-32.84;3.73;0.0;33.376;;;;;;95.0;59.0;3.0;116842;2014-11-08 13:56:50:215
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-28.7;-20.4;9.3;128.68;-32.84;3.73;0.0;44.636;;;;;;95.0;59.0;3.0;117342;2014-11-08 13:56:50:715
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-21.1;-30.2;-4.2;135.96;-32.84;3.73;0.0;44.79;;;;;;95.0;59.0;3.0;117842;2014-11-08 13:56:51:215
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-29.7;-16.5;11.3;124.99;-32.84;3.73;0.0;44.026;;;;;;95.0;59.0;3.0;118342;2014-11-08 13:56:51:715
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-25.8;-25.6;-6.1;128.09;-32.84;3.73;0.0;44.966;;;;;;95.0;59.0;3.0;118843;2014-11-08 13:56:52:216
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-24.2;-27.8;-5.5;135.36;-32.84;3.73;0.0;46.278;;;;;;95.0;59.0;3.0;119343;2014-11-08 13:56:52:716
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-25.9;-24.9;3.6;133.16;-32.84;3.73;0.0;47.868;;;;;;95.0;59.0;3.0;119843;2014-11-08 13:56:53:216
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;3.1;-23.3;-30.0;128.59;-32.84;3.73;0.0;43.199;;;;;;95.0;59.0;3.0;120344;2014-11-08 13:56:53:717
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;8.3;-34.5;-12.4;209.56;-32.84;3.73;0.0;38.777;;;;;;95.0;59.0;3.0;120845;2014-11-08 13:56:54:218
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;6.8;-31.8;-21.4;200.19;-32.84;3.73;0.0;40.488;;;;;;95.0;59.0;3.0;121346;2014-11-08 13:56:54:719
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;5.6;-23.5;-29.2;230.16;-32.84;3.73;0.0;38.465;;;;;;95.0;59.0;3.0;121846;2014-11-08 13:56:55:219
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-13.4;-28.6;-16.8;155.45;-32.84;3.73;0.0;42.0;;;;;;95.0;59.0;3.0;122346;2014-11-08 13:56:55:719
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-9.6;-24.0;-25.0;121.93;-32.84;3.73;0.0;42.073;;;;;;95.0;59.0;3.0;122846;2014-11-08 13:56:56:219
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;9.4;-22.1;-27.7;247.16;-32.84;3.73;0.0;37.947;;;;;;95.0;59.0;3.0;123346;2014-11-08 13:56:56:719
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;19.4;-26.4;-15.9;234.02;-32.84;3.73;0.0;30.197;;;;;;95.0;59.0;3.0;123847;2014-11-08 13:56:57:220
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;20.6;-28.1;-7.8;227.91;-32.84;3.73;0.0;26.1;;;;;;95.0;59.0;3.0;124347;2014-11-08 13:56:57:720
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;24.9;-25.9;0.8;229.6;-32.84;3.73;0.0;33.216;;;;;;95.0;59.0;3.0;124848;2014-11-08 13:56:58:221
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;23.5;-23.4;12.1;223.09;-32.84;3.73;0.0;29.169;;;;;;95.0;59.0;3.0;125348;2014-11-08 13:56:58:721
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;24.8;-15.8;10.4;234.93;-32.84;3.73;0.0;26.887;;;;;;95.0;59.0;3.0;125849;2014-11-08 13:56:59:222
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;20.2;-20.9;-8.8;238.08;-32.84;3.73;0.0;33.647;;;;;;95.0;59.0;3.0;126350;2014-11-08 13:56:59:723
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;0.4;-18.0;-25.5;134.41;-32.84;3.73;0.0;34.214;;;;;;95.0;59.0;3.0;126850;2014-11-08 13:57:00:223
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-0.9;-20.3;-21.2;156.63;-32.84;3.73;0.0;26.628;;;;;;95.0;59.0;3.0;127350;2014-11-08 13:57:00:723
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-1.5;-21.2;-22.5;157.17;-32.84;3.73;0.0;27.63;;;;;;95.0;59.0;3.0;127850;2014-11-08 13:57:01:223
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-1.6;-19.8;-25.1;146.38;-32.84;3.73;0.0;25.921;;;;;;95.0;59.0;3.0;128351;2014-11-08 13:57:01:724
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-1.6;-18.2;-26.4;106.96;-32.84;3.73;0.0;27.349;;;;;;95.0;59.0;3.0;128852;2014-11-08 13:57:02:225
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-0.8;-17.4;-26.9;83.96;-32.84;3.73;0.0;40.32;;;;;;95.0;59.0;3.0;129353;2014-11-08 13:57:02:726
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-0.4;-17.2;-27.1;83.96;-32.84;3.73;0.0;30.123;;;;;;95.0;59.0;3.0;129854;2014-11-08 13:57:03:227
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;8.1;-17.8;-26.1;263.01;-32.84;3.73;0.0;26.477;;;;;;95.0;59.0;3.0;130354;2014-11-08 13:57:03:727
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;8.1;-18.7;-24.6;251.28;-32.84;3.73;0.0;31.964;;;;;;95.0;59.0;3.0;130854;2014-11-08 13:57:04:227
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;8.2;-19.3;-23.9;247.23;-32.84;3.73;0.0;29.864;;;;;;95.0;59.0;3.0;131354;2014-11-08 13:57:04:727
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;7.6;-19.3;-24.1;247.23;-32.84;3.73;0.0;32.767;;;;;;95.0;59.0;3.0;131854;2014-11-08 13:57:05:227
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;6.3;-19.1;-24.3;238.0;-32.84;3.73;0.0;38.082;;;;;;95.0;59.0;3.0;132354;2014-11-08 13:57:05:727
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;5.4;-18.9;-24.7;242.97;-32.84;3.73;0.0;31.008;;;;;;95.0;59.0;3.0;132855;2014-11-08 13:57:06:228
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;3.5;-18.5;-25.3;238.39;-32.84;3.73;0.0;31.178;;;;;;95.0;59.0;3.0;133355;2014-11-08 13:57:06:728
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;2.3;-18.9;-25.3;188.83;-32.84;3.73;0.0;58.27;;;;;;95.0;59.0;3.0;133855;2014-11-08 13:57:07:228
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-6.8;-15.4;-25.3;111.54;-32.84;3.73;0.0;45.415;;;;;;95.0;59.0;3.0;134355;2014-11-08 13:57:07:728
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;24.0;-1.8;-23.7;298.5;-32.84;3.73;0.4;32.959;;;;;;95.0;59.0;3.0;134855;2014-11-08 13:57:08:228
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-5.7;18.3;-25.5;14.99;-32.84;3.73;0.4;27.181;;;;;;95.0;59.0;3.0;135357;2014-11-08 13:57:08:730
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-16.9;14.8;-23.6;36.55;-32.84;3.73;0.4;26.199;;;;;;95.0;59.0;3.0;136153;2014-11-08 13:57:09:526
1.0726;1.8387;9.0404;3.8949;2.3791;8.9127;-2.8224;-0.5404;0.1277;-25.4;6.9;-19.2;279.58;9.78;-74.14;0.4;36.22;;;;;;91.4;59.0;3.0;136684;2014-11-08 13:57:10:057
0.1532;2.2984;9.1936;0.0578;2.0876;9.0079;0.0954;0.2109;0.1857;-24.3;7.4;-19.8;61.05;-13.27;-2.21;0.4;60.688;;;;;;91.4;59.0;3.0;137184;2014-11-08 13:57:10:557
-1.0726;3.9839;7.8146;0.2508;2.6342;9.1923;-1.3234;1.3497;-1.3777;-20.3;6.9;-23.9;55.69;-14.94;-1.84;0.4;25.372;;;;;;91.4;59.0;3.0;137684;2014-11-08 13:57:11:057
-1.379;2.9113;7.5081;-0.4804;2.7728;9.0251;-0.8986;0.1385;-1.517;-21.5;6.7;-23.1;57.25;-22.69;4.6;0.4;26.527;;;;;;91.4;59.0;3.0;138184;2014-11-08 13:57:11:557
0.1532;0.7661;9.9598;0.0747;0.7602;9.7176;0.0785;0.0059;0.2422;-23.6;6.7;-20.9;69.65;-6.18;1.8;0.4;25.239;;;;;;91.4;59.0;3.0;138695;2014-11-08 13:57:12:068
-0.3065;4.2904;8.7339;-0.4115;3.0161;8.8375;0.1051;1.2743;-0.1036;-22.6;1.3;-23.3;75.49;-12.16;-0.69;0.4;25.99;;;;;;91.4;59.0;3.0;139195;2014-11-08 13:57:12:568
-0.6129;4.75;9.0404;-0.8672;4.7743;8.3488;-0.3586;0.129;-0.6874;-21.8;0.4;-24.0;66.86;-29.18;6.26;0.4;27.107;;;;;;91.4;59.0;3.0;139699;2014-11-08 13:57:13:072
-0.9194;3.6774;8.7339;-1.195;4.585;8.2834;0.2756;-0.7544;0.2973;-21.2;0.3;-24.5;66.62;-29.68;7.7;0.4;24.742;;;;;;91.4;59.0;3.0;140200;2014-11-08 13:57:13:573
-0.6129;2.6049;9.0404;-0.774;3.4056;8.8323;0.3143;-0.6475;0.2081;-21.2;4.1;-24.3;60.47;-23.68;6.08;0.4;25.937;;;;;;91.4;59.0;3.0;140700;2014-11-08 13:57:14:073
